x1,x2,y
0.4929809775218768,0.15021686804175094,1
-0.23971275889418361,-0.34528214772098287,1
-0.19272795477622354,-0.4914682315418818,1
-0.9998003192282415,0.0324869815308719,0
-0.5294679549398242,0.8682506218664314,0
-0.9255513088333623,-0.41262657719558776,0
0.9143402517045773,0.49709691341399387,0
0.06749567885085435,-0.9742235091132938,0
-0.9500121451683621,-0.1763944415199956,0
-0.856948676050806,0.318614127805408,0
0.1359083626974868,1.06509005567461,0
0.5310768054343405,0.8803002265037407,0
0.9473926521935466,-0.0990792583856891,0
-0.2986945544794514,-0.44453852267136484,1
0.4435096869746906,0.3473722677023671,1
0.09680209664290845,0.49729612687409747,1
-0.296745769738697,-0.9036164903370213,0
0.6879984373432309,-0.6874516843200978,0
0.404890932926784,-0.17106841140040835,1
-0.3049430228550205,-0.322963249183562,1
-0.6013114080910842,-0.7514332362676948,0
0.2953676005120899,0.30960619991937616,1
-0.25182842613294176,0.4738841848842279,1
-1.0308024449781332,-0.0852049385747699,0
0.10420545258474607,0.46546472058336585,1
0.19218707749108316,-0.4730708584884515,1
-0.40025691876668246,-0.7931790329075429,0
0.39551927503799844,-0.32182193708675494,1
-0.8608771240543123,0.4659599194079213,0
0.08334825594282981,0.918207940989678,0
0.1374284055050572,0.43085357007341907,1
0.4510103101681241,-0.13132378239718082,1
0.9469688705092483,0.29043144673173377,0
0.6215885487047998,0.8696501386244351,0
0.24787954823661446,0.5113224257734418,1
-0.14818326629181916,0.39352089769811077,1
-0.49777435852142415,-0.05553176699631344,1
-0.4977145545589972,-0.09776893074618014,1
-0.36389579733396427,-0.30633312626069154,1
0.4766363411451767,0.031587362865730606,1
0.36349185559962927,0.41378938021029765,1
-0.13833756507724013,0.4259089281906104,1
-0.30965088472388624,0.9307245458340041,0
-0.1766857964141738,1.0411750846413155,0
0.4966175419798797,0.05908618758630433,1
-0.9644452306354534,0.3789161302319216,0
1.0762692186137477,-0.2220930650545639,0
-0.463905244936418,0.13354342852405626,1
0.46274716391731135,-0.17921270298212494,1
0.9112070736121746,0.5861350947038986,0
0.04736359509895914,-0.5397508672533582,1
-0.8044591241138676,-0.6207059478043675,0
0.4473144392917174,-0.038326816472183764,1
0.14931997823116022,-0.40522478633581727,1
-0.41259691435085505,-0.21000430243817048,1
1.0275593046032203,-0.06047845419292583,0
-0.43423698288334744,0.26669701220325515,1
0.9141207699916319,-0.3073002556472145,0
-0.15415780100678628,-1.017361132713748,0
0.4743290418153735,-0.059963079791894275,1
-0.3288510639550384,0.35231665940714485,1
-0.9891109771697618,-0.026570206922562747,0
0.8715743475281316,-0.500581500875898,0
0.47074229799282985,-0.8871927713183141,0
0.7567551193397081,0.7066581946207724,0
0.749426873203612,-0.6559870459968085,0
0.21510600753548187,0.4814805738407883,1
0.48324430187331036,-0.894905937024376,0
-1.0276278745907752,-0.07661740093145639,0
0.6502659135435847,0.7913713644261564,0
0.41223155159496866,0.22954443491859705,1
0.43784751855393467,0.1229966472835197,1
-0.5084658284165333,-0.00978606743020696,1
0.9545822238515365,0.21114630645986202,0
-0.5441345233478169,0.019821187838535974,1
0.12019734123655136,1.0657364840533803,0
-0.31935634603085833,-0.2861311294033481,1
-0.47341505410739854,0.17851355306853098,1
0.26016876740202616,0.4488105228229971,1
-0.7954254749311314,-0.5474487579360088,0
0.4660556758820256,-0.10657052868418901,1
0.15050463328363536,-0.9602231538705446,0
-0.3740785403485114,-0.36601683353249953,1
0.41681205611959515,-0.3887640127403269,1
0.31420013281266934,-0.8682217541132579,0
-0.37355288330207986,-0.4108240188563769,1
-0.9754521052819082,-0.3399161588709257,0
0.06427000493520052,0.542761475747137,1
0.24010330936871732,0.9535927813032371,0
-0.2545045021994643,-1.0135363466922669,0
0.013384547292036156,-0.5488671132221862,1
0.21663070854724414,0.4700989306820448,1
-0.4069708990691928,-0.91256455395498,0
-0.340522678042275,0.9574115360634199,0
0.14577572385336154,0.506571665676655,1
-0.9565221097534989,0.013808485121476834,0
-0.19566355511721867,0.46733893765515766,1
-0.8383339149488783,0.5033488077658,0
-0.8999790679555567,-0.6143831827294675,0
-0.4478074974491734,0.20609569480165382,1
-0.9730092527574379,-0.010861585780909275,0
-0.6852797163054277,0.6044813157186332,0
-0.9347094845797064,0.34776494312024386,0
0.5700951456150238,0.14031631602384068,1
1.0302957747129824,-0.07079295317163839,0
0.2516788237512988,-0.4845857378486634,1
0.36033038726036287,-0.37786941934153734,1
0.9737359901734198,-0.1449809012138119,0
0.02238759812561028,1.0006441998053703,0
-0.0535649455442056,-0.5333454377231835,1
-0.19999441422888875,0.41979617236226396,1
-0.2903993538248511,0.4633800190504544,1
0.33859140227007134,-0.1841706782969949,1
-0.3753042182034004,0.37104730847022593,1
0.38113276109855215,0.2274868350915067,1
-0.04238260236113647,0.4694330538556203,1
-0.12405555693335783,1.0451356245125536,0
-0.170694312955732,0.5552150532501007,1
-0.459692358092792,0.0441807407218662,1
-1.0040898889040664,-0.5140160802874696,0
0.3231076682982587,-0.3619844390028164,1
0.9131775887020586,0.4523233214570735,0
-0.03617657156309266,-0.48361808715716875,1
0.5395652327429429,-0.8470977854010066,0
-0.019909478425897215,-0.44963106686084475,1
-0.4405805710093702,0.008085836596429322,1
-0.3351303839813428,-0.2727201448871695,1
-0.4663290758953013,0.0127366986969094,1
-0.8845200709143398,0.5998942761963958,0
0.29912656440709046,-0.447847221202731,1
-0.49167596102367006,0.18071813259115813,1
0.41378128435076283,-0.3023605178777596,1
0.04887623884277636,0.43595615422466294,1
-0.08694262847777334,0.5240279881479133,1
0.4129564287244425,-0.8804801884017568,0
0.6555035364700728,0.738048964878191,0
0.2585723204924331,0.40322453119774004,1
0.39741487245265916,-0.309212585100319,1
0.7639609094632897,0.6227564384010865,0
0.9923564028800117,-0.13775423308143497,0
-0.409983043015742,-0.9526371776999147,0
0.5213248088829364,-0.1736105740213652,1
-0.44715890110641204,0.938408654894866,0
-0.5304537196419412,0.298201112842994,1
-0.4775080240233274,0.1327069335471706,1
0.37122630999330886,0.3309045855386107,1
-0.05815616676966599,0.9385404104951635,0
0.40532676266147294,-0.3070062526167232,1
-0.23296016891598148,1.0328761512638882,0
0.8781897273859437,0.5200199784883127,0
-1.0376938736679264,-0.06252519689205836,0
-0.13760572530046355,-0.4411801819708404,1
0.046219003692735086,-1.0089091138898494,0
-0.5611072003539666,-0.8071625261956727,0
0.1557948835823439,-0.44974227320961474,1
0.2705914105207427,0.45029446148745106,1
-0.46949914753668226,-0.0475523350527782,1
-0.4509913488055994,-0.2597876222546725,1
-0.35018290851266376,1.0068993699924034,0
0.8862309410293824,-0.5168882281128803,0
-0.4067975756645188,-0.32161260306659256,1
0.08628432533925999,-0.5558463772476754,1
0.1936212082455101,0.4909740586192209,1
0.023604898063292974,1.0717179265837067,0
-0.5541008090179194,-0.9159091910000343,0
0.8977918712114074,-0.5599409198972453,0
-0.7398159600937383,-0.7466371727840123,0
-0.18901638177330207,0.44277196367365895,1
-1.0517857428014201,0.13759234351229319,0
0.32941158974801665,-0.3873936206879557,1
0.4036234283199601,-0.3430096621500713,1
0.2980950106334911,0.9574262150605207,0
-0.54702635218232,-0.12339782385957648,1
-0.5511020145439951,-0.18737905322168968,1
0.23560957771637694,-0.9312001660803771,0
-1.0333124009788008,-0.001414430475730609,0
0.7818412525059213,0.5445013483770592,0
0.46290498557754123,0.16434126490331852,1
0.4391144375180338,-0.886718494674455,0
0.05105291649159613,-1.0118881976046887,0
-0.018762985878494245,0.97696289231339,0
0.6946843932316378,-0.6031526400969633,0
-0.030443162940028804,0.49549920774331063,1
0.34175274276585177,-0.3347164298761406,1
0.9725447810135993,0.006133756448699353,0
-0.4751887623871046,-0.2844410968503039,1
-0.3825715480071831,-0.19393678137815212,1
0.9239927098919144,-0.03553650911195705,0
0.5618565317506536,-0.8138770882154209,0
-0.3565693907173609,-0.4193397277179105,1
-0.8781974520233218,-0.39683119429488034,0
-0.8179780965772774,0.4472637572329047,0
-0.7981380004827787,0.5874942877605109,0
0.12399899970608579,-0.9537766983825611,0
0.19758808840057604,0.4129596452618059,1
0.026897135541280662,0.48060127073534786,1
-0.3295594128457111,-0.3830828394881596,1
-0.9881957034678392,0.2589497874625494,0
0.8545213849183961,0.49794077342445264,0
-0.11635544413660238,0.45565703505328725,1
-0.425656159049236,0.33764302235912613,1
0.9716947421793439,0.1418958187723614,0
0.6018023363889705,-0.824841195023874,0
0.46293147617990066,0.04811940374539756,1
-0.35478970798779336,0.413003523015904,1
0.6994696753775624,0.7378345833017612,0
-0.8716693601747366,0.2182859308562771,0
-0.2186931812376407,-0.9292741837265827,0
-0.3221325792402483,1.0048167900519207,0
0.24058299911557285,0.3785763130395307,1
0.3945825494751999,0.9538232728285649,0
0.9478261573279682,0.13867555697281092,0
-0.07690104179992634,-0.5270200372086216,1
-0.012887714612749745,0.5050125901378711,1
0.3417336704000542,-1.0525883454343434,0
-0.6315803881747984,0.7428542798833875,0
-0.8514192362419521,0.34350212780490946,0
-0.8737389342643451,0.47871208645985425,0
-0.4266324899001381,-0.3357901583704946,1
-1.0409800406266,-0.3994952837142399,0
-0.49999021200041804,0.1784435989101018,1
0.44781066976343753,-0.06656121123461253,1
0.22387040994465984,0.43571925462948724,1
0.4986923574618871,0.9088503505297861,0
0.05494866230436803,0.9163768046497202,0
